lat,lon,rainfall_mm_per_day,elevation_m,slope_percent,soil_type,built_up_percentage,distance_to_water_body_km,drainage_density,sar_backscatter_coefficient,surface_roughness_index,moisture_index,flood_risk_score,flood_risk_category
28.414153,77.014409,181.01,325.7,15.35,loamy,18.48,0.42,4.02,-6.43,0.874,0.2,0.315,Low
28.598909,77.416465,202.26,443.33,24.54,sandy,5.44,6.26,2.83,-2.89,0.252,0.511,0.313,Low
28.386569,77.09046,100.18,249.8,21.6,clay,45.79,3.91,3.77,-1.98,0.48,0.597,0.426,Medium
28.56681,77.468913,23.3,53.63,0.01,sandy,5.0,0.11,1.37,-25.0,0.445,0.729,0.323,Low
28.338893,77.184025,193.73,485.47,22.26,sandy,28.0,6.54,1.49,-24.13,0.12,0.142,0.246,Low
28.672898,77.491642,274.37,60.16,19.1,clay,79.28,8.8,4.66,-20.64,0.113,0.725,0.75,High
28.654576,77.347459,81.94,11.28,16.9,sandy,69.18,2.15,1.99,-15.56,0.037,0.432,0.413,Medium
28.370009,77.006635,269.22,328.31,28.78,clay,70.99,7.19,1.01,-18.32,0.671,0.963,0.745,High
28.57587,77.405177,298.75,22.06,16.9,clay,55.89,7.03,3.96,-7.11,0.743,0.287,0.58,Medium
28.446919,77.410357,163.38,186.63,27.05,clay,54.08,3.21,3.2,-14.82,0.58,0.372,0.455,Medium
28.606925,77.073817,201.8,444.71,20.27,loamy,96.14,0.86,1.27,-21.56,0.925,0.645,0.638,Medium
28.515685,77.340169,266.92,171.73,27.55,clay,14.51,3.42,3.16,-6.38,0.851,0.574,0.538,Medium
28.616911,77.412343,118.91,411.72,26.42,clay,54.4,5.2,2.88,-18.63,0.55,0.942,0.457,Medium
28.573604,77.393862,146.75,162.74,25.09,sandy,93.69,5.23,4.1,-19.52,0.351,0.408,0.445,Medium
28.342571,77.320235,136.1,417.17,26.86,sandy,0.06,7.94,2.52,-22.3,0.144,0.072,0.131,Low
28.396733,77.20306,247.57,270.98,2.9,clay,2.35,0.31,0.61,-20.36,0.776,0.071,0.399,Medium
28.680405,77.210959,107.25,201.5,20.93,sandy,38.77,2.08,2.14,-10.26,0.478,0.615,0.362,Medium
28.496533,77.015759,95.89,15.52,21.02,clay,38.38,5.39,0.49,-7.79,0.62,0.351,0.426,Medium
28.496123,77.013664,11.6,243.72,27.18,loamy,54.37,0.83,3.62,-7.11,0.922,0.455,0.273,Low
28.396551,77.492,10.3,154.91,23.31,clay,21.66,4.11,0.05,-21.79,0.863,0.781,0.343,Medium
28.477772,77.251036,138.95,348.57,11.65,clay,65.37,0.49,2.93,-7.54,0.491,0.902,0.556,Medium
28.365098,77.145143,99.42,54.84,4.64,clay,19.91,4.86,0.03,-5.61,0.807,0.905,0.527,Medium
28.31755,77.091339,102.02,341.52,25.37,sandy,44.47,7.01,4.56,-22.46,0.139,0.74,0.321,Low
28.525108,77.219049,110.0,349.46,0.62,loamy,69.38,6.35,0.53,-13.16,0.279,0.557,0.423,Medium
28.32607,77.131388,284.6,178.82,12.04,clay,90.66,8.76,0.61,-20.95,0.57,0.665,0.799,High
28.698608,77.186658,78.9,33.41,23.7,sandy,41.33,5.6,1.16,-21.32,0.133,0.701,0.354,Medium
28.323998,77.394044,33.83,332.96,17.57,sandy,88.04,1.37,4.6,-3.49,0.801,0.189,0.291,Low
28.491494,77.049524,116.36,316.7,16.24,clay,14.61,1.27,2.55,-3.47,0.068,0.513,0.388,Medium
28.526463,77.123534,226.02,419.89,10.85,sandy,26.25,0.6,2.16,-3.23,0.781,0.028,0.358,Medium
28.672312,77.195388,181.93,433.47,22.46,sandy,61.49,7.9,4.44,-8.85,0.755,0.157,0.315,Low
28.415051,77.38655,129.82,15.46,1.99,sandy,89.17,1.46,3.21,-15.76,0.393,0.465,0.536,Medium
28.666844,77.151748,160.59,163.54,9.24,clay,51.14,3.86,4.36,-7.79,0.695,0.923,0.575,Medium
28.564404,77.286994,140.8,45.49,14.69,sandy,51.7,6.31,1.26,-18.29,0.271,0.289,0.388,Medium
28.425221,77.452905,272.17,283.01,10.46,sandy,82.57,5.18,2.06,-18.4,0.424,0.659,0.723,High
28.65622,77.069639,230.97,147.51,20.61,sandy,54.28,3.21,3.99,-10.46,0.173,0.725,0.559,Medium
28.555438,77.102867,236.98,415.19,5.49,loamy,49.7,2.46,2.42,-18.23,0.568,0.537,0.464,Medium
28.542394,77.126268,289.95,406.56,29.52,sandy,18.89,9.34,4.64,-13.63,0.991,0.584,0.385,Medium
28.526981,77.099595,15.3,213.85,29.45,loamy,47.64,3.87,0.6,-20.47,0.361,0.801,0.295,Low
28.63887,77.138678,164.55,134.21,23.52,clay,68.67,2.05,4.46,-10.84,0.01,0.338,0.482,Medium
28.41087,77.214901,69.15,309.16,17.12,sandy,55.26,8.41,0.76,-11.16,0.317,0.22,0.274,Low
28.630048,77.101571,184.89,477.24,2.74,clay,97.87,2.7,2.43,-22.61,0.845,0.221,0.49,Medium
28.366257,77.086772,66.1,53.69,7.16,sandy,57.96,6.0,1.93,-19.67,0.1,0.082,0.296,Low
28.477011,77.369582,115.34,307.53,11.4,loamy,27.17,8.82,2.46,-5.26,0.524,0.322,0.274,Low
28.546255,77.419109,181.97,186.48,21.1,loamy,69.89,3.78,3.94,-19.82,0.314,0.405,0.422,Medium
28.416272,77.115448,180.13,234.86,0.73,clay,24.41,6.98,2.26,-5.0,0.389,0.345,0.428,Medium
28.496383,77.362089,272.76,44.73,7.65,sandy,36.66,9.97,2.39,-20.79,0.854,0.645,0.542,Medium
28.624057,77.422951,293.75,182.29,22.82,sandy,91.58,0.92,3.48,-23.75,0.079,0.932,0.8,High
28.417261,77.42925,83.55,457.98,6.87,sandy,52.05,2.32,0.46,-23.7,0.655,0.784,0.396,Medium
28.676604,77.087972,164.38,471.01,26.85,sandy,80.77,1.95,3.56,-23.32,0.102,0.817,0.446,Medium
28.349655,77.231269,228.26,361.6,4.58,clay,24.56,0.09,4.28,-5.84,0.513,0.021,0.397,Medium
28.32274,77.067475,14.5,77.95,3.97,clay,83.43,5.74,1.4,-18.86,0.175,0.11,0.341,Medium
28.556054,77.377257,20.12,188.71,0.02,loamy,79.88,6.78,1.98,-11.46,0.404,0.525,0.389,Medium
28.677314,77.176968,181.66,359.18,22.48,clay,52.35,4.08,2.52,-12.51,0.805,0.207,0.402,Medium
28.447001,77.149221,181.32,206.21,11.28,sandy,31.45,1.99,0.08,-14.11,0.638,0.147,0.389,Medium
28.61621,77.374613,194.72,150.99,7.33,sandy,22.71,4.39,2.43,-13.34,0.465,0.882,0.5,Medium
28.46632,77.025673,284.32,448.52,27.68,sandy,5.31,4.65,1.93,-8.66,0.433,0.598,0.413,Medium
28.505025,77.238554,280.19,434.31,14.38,sandy,19.35,9.22,0.83,-0.2,0.146,0.711,0.486,Medium
28.309873,77.109347,156.33,12.07,12.1,clay,46.03,6.22,1.42,-23.73,0.517,0.123,0.405,Medium
28.495007,77.38182,10.85,389.65,21.86,loamy,6.73,9.68,4.66,-15.55,0.661,0.44,0.081,Low
28.406842,77.071106,274.5,46.59,11.52,sandy,4.19,3.03,4.77,-20.14,0.569,0.418,0.448,Medium
28.360659,77.273528,76.54,458.04,0.02,sandy,85.88,2.66,2.41,-23.35,0.468,0.981,0.486,Medium
28.497393,77.039985,137.88,449.7,18.5,clay,85.06,9.56,1.29,-11.04,0.889,0.814,0.51,Medium
28.565977,77.263355,200.33,417.68,17.69,loamy,80.62,7.78,1.23,-4.63,0.434,0.272,0.56,Medium
28.420228,77.486381,297.39,25.64,17.75,clay,25.76,8.24,2.78,-3.89,0.219,0.956,0.677,High
28.361303,77.049299,162.66,181.5,22.28,loamy,33.12,0.81,0.81,-12.97,0.928,0.066,0.323,Low
28.655723,77.217812,244.52,77.02,14.2,sandy,93.76,1.18,1.18,-3.02,0.492,0.958,0.864,High
28.462127,77.424725,85.94,305.29,4.95,sandy,32.71,3.77,0.41,-22.95,0.796,0.008,0.216,Low
28.497059,77.046158,291.02,404.05,19.44,clay,0.21,1.78,0.67,-0.41,0.367,0.686,0.562,Medium
28.4429,77.285999,12.13,446.44,9.9,sandy,58.29,9.88,3.07,-4.46,0.192,0.17,0.164,Low
28.697392,77.053769,178.01,307.72,15.78,clay,28.44,0.65,3.03,-18.5,0.643,0.7,0.45,Medium
28.542593,77.344516,9.61,426.08,19.95,loamy,81.03,3.59,2.54,-17.66,0.706,0.401,0.267,Low
28.39405,77.492299,92.8,163.3,7.22,sandy,15.52,0.79,2.94,-22.06,0.108,0.449,0.277,Low
28.329377,77.385183,206.32,289.64,21.56,loamy,12.26,6.44,4.71,-11.2,0.588,0.937,0.411,Medium
28.489291,77.016918,46.96,95.74,1.98,sandy,85.31,2.52,0.93,-12.56,0.658,0.397,0.436,Medium
28.429432,77.066452,98.07,483.35,12.67,sandy,91.55,5.67,3.5,-24.81,0.783,0.954,0.438,Medium
28.494758,77.494184,44.45,442.11,7.2,loamy,95.71,9.07,3.6,-14.55,0.771,0.632,0.36,Medium
28.620083,77.186512,0.82,241.4,24.73,loamy,21.11,3.33,3.29,-6.59,0.505,0.531,0.213,Low
28.697452,77.306232,183.67,217.47,28.49,clay,45.5,7.19,2.74,-11.53,0.756,0.045,0.35,Medium
28.462935,77.313521,237.55,237.26,26.35,clay,91.41,6.09,1.15,-17.12,0.591,0.449,0.685,High
28.560822,77.019355,68.84,452.19,7.62,sandy,53.07,0.41,4.76,-13.77,0.397,0.43,0.299,Low
28.620956,77.136817,244.33,273.27,12.5,loamy,95.26,7.95,3.2,-17.34,0.6,0.051,0.583,Medium
28.385366,77.330644,86.27,57.94,7.05,clay,56.08,3.29,2.73,-19.99,0.685,0.08,0.363,Medium
28.678631,77.010345,38.96,374.71,7.75,loamy,67.18,4.16,4.53,-19.9,0.164,0.098,0.216,Low
28.423797,77.27116,164.6,34.29,29.48,clay,85.3,0.03,1.2,-5.53,0.794,0.944,0.713,High
28.345348,77.225646,36.43,383.0,23.39,loamy,12.21,6.68,1.39,-22.92,0.789,0.353,0.118,Low
28.37572,77.47247,217.59,455.46,18.61,clay,76.65,9.92,0.81,-16.45,0.522,0.69,0.634,Medium
28.696445,77.378657,105.41,170.09,11.68,clay,10.36,5.12,4.06,-19.69,0.19,0.637,0.355,Medium
28.599094,77.03345,297.91,113.38,19.71,clay,49.44,7.71,1.94,-8.94,0.199,0.042,0.522,Medium
28.301489,77.177711,296.3,466.96,19.46,loamy,83.75,9.7,4.31,-22.87,0.843,0.595,0.622,Medium
28.346598,77.067885,148.3,498.07,21.78,sandy,62.49,0.32,4.18,-17.07,0.312,0.822,0.416,Medium
28.643463,77.027457,90.06,482.04,4.11,sandy,37.96,1.53,1.7,-14.7,0.074,0.531,0.298,Low
28.423354,77.14991,6.82,490.63,9.83,clay,86.95,9.31,3.01,-3.71,0.363,0.095,0.242,Low
28.433514,77.444204,54.79,106.16,24.01,sandy,27.65,8.41,2.75,-11.47,0.859,0.812,0.321,Low
28.530945,77.345241,89.16,276.18,8.93,clay,75.23,0.41,4.59,-14.5,0.658,0.269,0.378,Medium
28.327499,77.474492,176.49,53.41,14.31,loamy,36.11,5.42,1.32,-10.23,0.561,0.794,0.495,Medium
28.367352,77.324243,170.7,433.35,18.93,sandy,21.84,7.08,0.85,-1.07,0.864,0.51,0.372,Medium
28.302115,77.261488,81.99,397.33,23.29,sandy,54.76,0.59,1.06,-8.33,0.192,0.528,0.342,Medium
28.461808,77.295385,273.22,143.83,7.47,clay,12.46,4.2,3.24,-12.56,0.978,0.406,0.497,Medium
28.401174,77.064096,55.31,320.41,3.6,loamy,13.24,0.4,4.99,-6.38,0.731,0.684,0.269,Low
28.387254,77.4797,172.37,325.93,21.52,clay,1.38,1.07,1.03,-21.39,0.724,0.786,0.438,Medium
28.430045,77.205563,197.86,340.16,13.3,sandy,63.51,2.07,1.77,-3.25,0.858,0.662,0.532,Medium
28.679657,77.218725,75.63,216.65,4.76,clay,83.37,7.48,2.62,-19.9,0.11,0.287,0.386,Medium
28.370824,77.384527,141.97,381.32,1.96,loamy,30.32,2.24,1.0,-3.4,0.839,0.964,0.479,Medium
28.49214,77.219065,40.05,390.5,19.36,sandy,98.65,5.52,3.21,-21.38,0.268,0.371,0.289,Low
28.339534,77.431001,154.94,155.11,12.11,sandy,95.72,1.07,4.49,-18.7,0.244,0.958,0.616,Medium
28.64234,77.287207,277.33,460.91,18.83,clay,0.34,9.59,1.64,-7.76,0.554,0.568,0.418,Medium
28.377368,77.054233,91.9,382.08,7.54,clay,58.62,6.29,3.35,-0.98,0.565,0.357,0.37,Medium
28.549848,77.445129,97.41,428.9,10.71,clay,53.25,4.93,2.15,-10.94,0.69,0.103,0.319,Low
28.392522,77.433276,61.49,206.18,29.88,sandy,68.1,9.76,2.21,-21.61,0.738,0.218,0.22,Low
28.402583,77.459102,122.74,495.66,19.29,clay,89.31,0.93,4.62,-9.71,0.094,0.25,0.404,Medium
28.598567,77.469136,72.36,238.01,8.31,sandy,75.73,7.29,4.63,-12.76,0.992,0.796,0.429,Medium
28.340037,77.25185,68.8,287.84,0.0,loamy,93.47,7.53,2.78,-20.89,0.739,0.981,0.49,Medium
28.566919,77.096272,246.69,117.11,1.36,sandy,82.73,1.98,1.47,-23.47,0.449,0.619,0.72,High
28.590298,77.362031,109.99,378.29,22.83,clay,43.18,6.88,4.17,-21.02,0.378,0.171,0.23,Low
28.370038,77.421454,126.11,42.41,4.73,sandy,41.51,4.35,3.5,-20.85,0.714,0.714,0.452,Medium
28.512346,77.450457,177.5,480.95,17.57,sandy,45.31,8.29,2.97,-8.49,0.216,0.449,0.331,Medium
28.634676,77.222538,94.72,303.14,27.79,clay,83.56,1.96,1.48,-5.69,0.465,0.091,0.39,Medium
28.618641,77.063389,16.14,368.5,16.01,clay,56.01,3.95,3.25,-7.19,0.817,0.053,0.209,Low
28.65032,77.399471,72.14,25.38,25.75,loamy,7.42,5.39,0.42,-11.87,0.094,0.261,0.238,Low
28.631244,77.022009,147.15,418.95,4.19,clay,69.88,0.89,0.74,-13.94,0.422,0.634,0.516,Medium
28.604056,77.23045,204.4,496.38,10.13,sandy,1.15,0.27,3.32,-24.39,0.81,0.03,0.206,Low
28.603023,77.403986,175.75,41.32,5.71,clay,9.83,7.84,2.7,-15.71,0.787,0.748,0.484,Medium
28.58769,77.494201,93.85,336.09,23.84,loamy,28.99,2.92,0.8,-11.36,0.148,0.668,0.335,Medium
28.414874,77.261111,230.4,75.29,24.73,sandy,62.17,0.42,1.9,-23.99,0.435,0.026,0.439,Medium
28.301118,77.130643,73.68,172.68,10.24,sandy,51.59,5.3,2.03,-10.92,0.236,0.149,0.277,Low
28.391138,77.16082,198.4,183.11,24.65,clay,37.53,0.42,3.57,-9.37,0.053,0.208,0.427,Medium
28.64241,77.279131,185.43,393.26,0.51,loamy,63.62,9.39,4.62,-20.38,0.065,0.268,0.335,Medium
28.348964,77.195838,250.47,62.13,16.67,loamy,0.5,6.26,1.29,-3.58,0.177,0.948,0.549,Medium
28.67236,77.257832,113.43,381.93,15.85,sandy,26.78,1.55,0.33,-7.58,0.619,0.295,0.284,Low
28.528568,77.334748,219.17,203.82,4.76,sandy,41.98,7.17,1.84,-6.87,0.528,0.214,0.422,Medium
28.611318,77.041084,262.03,411.02,8.75,clay,38.99,3.55,3.75,-6.06,0.866,0.042,0.43,Medium
28.391632,77.337875,101.98,341.59,8.81,clay,91.14,0.23,0.42,-15.57,0.411,0.28,0.462,Medium
28.530284,77.407361,151.56,459.03,23.16,clay,36.84,5.56,2.5,-20.54,0.982,0.332,0.336,Medium
28.486273,77.415877,18.46,344.13,1.13,loamy,5.75,8.53,1.19,-2.09,0.209,0.765,0.248,Low
28.63141,77.128859,94.52,354.44,11.84,sandy,14.14,1.02,0.47,-10.0,0.526,0.721,0.358,Medium
28.517751,77.303228,59.59,296.66,18.93,sandy,21.68,4.05,1.62,-19.36,0.882,0.855,0.317,Low
28.682484,77.459065,183.56,252.44,22.75,sandy,38.93,4.62,2.5,-14.82,0.553,0.864,0.484,Medium
28.304269,77.092414,246.1,498.63,0.88,sandy,77.86,1.12,0.64,-10.07,0.924,0.244,0.612,Medium
28.488909,77.351419,79.17,141.82,29.37,sandy,72.48,4.16,0.02,-9.47,0.214,0.368,0.392,Medium
28.353571,77.028973,93.37,35.46,3.7,loamy,77.19,2.87,2.7,-19.35,0.397,0.477,0.463,Medium
28.534623,77.378261,122.18,85.3,21.69,clay,60.66,5.06,0.37,-13.72,0.335,0.418,0.451,Medium
28.673511,77.347709,257.18,146.97,15.59,loamy,74.71,8.3,3.15,-5.55,0.337,0.492,0.661,High
28.474148,77.395366,13.91,346.84,3.5,sandy,78.03,0.18,0.21,-20.18,0.99,0.52,0.344,Medium
28.456236,77.44227,26.51,435.62,0.82,sandy,45.56,3.2,3.73,-22.5,0.176,0.219,0.191,Low
28.442318,77.408699,152.72,91.7,17.16,loamy,84.74,4.24,2.81,-2.44,0.621,0.984,0.631,Medium
28.41616,77.481565,34.75,152.0,16.64,clay,98.51,7.8,1.71,-19.06,0.863,0.913,0.521,Medium
28.511443,77.203729,63.59,322.57,18.44,sandy,10.25,3.71,3.46,-24.55,0.822,0.507,0.208,Low
28.532337,77.03242,86.8,287.04,28.05,clay,45.31,2.55,4.04,-14.93,0.598,0.573,0.373,Medium
28.468295,77.312242,242.42,434.79,19.7,clay,64.17,7.59,3.73,-8.1,0.761,0.854,0.564,Medium
28.508885,77.072591,235.06,289.64,19.1,loamy,14.69,5.65,1.47,-5.69,0.887,0.569,0.446,Medium
28.642734,77.476644,267.16,54.18,25.18,clay,22.3,7.81,3.88,-14.25,0.564,0.961,0.577,Medium
28.548887,77.01148,167.37,77.5,19.21,loamy,41.77,8.92,3.21,-20.65,0.216,0.562,0.418,Medium
28.391244,77.303366,97.73,331.27,27.24,loamy,89.85,5.2,3.29,-10.97,0.017,0.819,0.44,Medium
28.301229,77.172341,122.24,331.79,29.45,clay,56.63,4.34,0.15,-4.89,0.784,0.406,0.429,Medium
28.5178,77.073306,198.28,46.75,16.52,loamy,34.47,6.3,4.62,-19.58,0.562,0.809,0.459,Medium
28.632246,77.441143,229.95,403.62,9.41,sandy,92.38,1.2,4.22,-5.57,0.399,0.149,0.592,Medium
28.609258,77.424882,81.57,449.5,25.64,clay,16.42,7.52,0.0,-8.31,0.514,0.6,0.314,Low
28.455715,77.499222,35.04,489.83,11.62,sandy,8.12,1.93,3.06,-4.41,0.823,0.025,0.108,Low
28.450077,77.027993,194.49,40.05,18.9,sandy,73.77,0.54,2.04,-20.57,0.63,0.196,0.481,Medium
28.477325,77.205567,43.09,364.99,6.62,sandy,1.68,4.95,2.21,-17.96,0.162,0.714,0.22,Low
28.355892,77.20161,258.9,335.7,17.89,sandy,55.55,0.92,4.36,-6.88,0.826,0.923,0.613,Medium
28.692793,77.282711,279.75,33.4,23.33,sandy,93.66,6.75,1.31,-0.74,0.198,0.454,0.748,High
28.353066,77.465693,107.36,465.31,6.08,clay,40.13,4.67,4.64,-13.39,0.205,0.996,0.453,Medium
28.571213,77.039297,49.01,189.91,6.57,loamy,82.52,9.8,1.59,-13.31,0.546,0.976,0.464,Medium
28.376155,77.223745,267.42,272.59,9.21,loamy,72.6,1.69,2.89,-23.81,0.864,0.294,0.598,Medium
28.626985,77.21558,85.43,26.45,13.55,loamy,83.2,3.98,2.67,-1.81,0.905,0.741,0.522,Medium
28.505356,77.457585,22.55,416.98,19.17,clay,89.43,5.89,4.14,-22.44,0.193,0.519,0.343,Medium
28.368648,77.273063,220.36,245.65,21.94,loamy,23.39,4.26,4.13,-3.13,0.539,0.877,0.502,Medium
28.370887,77.340766,95.53,14.58,6.87,clay,95.98,0.23,3.93,-10.28,0.719,0.429,0.555,Medium
28.697787,77.226787,210.03,201.33,28.15,sandy,40.51,7.8,0.73,-5.19,0.365,0.002,0.349,Medium
28.333741,77.42034,54.13,314.59,9.84,sandy,99.22,6.79,3.3,-24.63,0.335,0.989,0.472,Medium
28.574699,77.202467,45.1,36.43,19.54,clay,7.28,5.71,1.64,-15.05,0.457,0.594,0.295,Low
28.536253,77.386285,80.56,214.98,18.27,sandy,54.67,0.16,0.79,-2.7,0.038,0.331,0.35,Medium
28.542067,77.364818,198.69,271.14,29.25,loamy,69.14,5.07,1.46,-21.75,0.882,0.338,0.428,Medium
28.504882,77.314758,194.18,141.78,13.56,loamy,45.79,8.1,4.56,-7.62,0.441,0.357,0.392,Medium
28.658078,77.200827,117.15,97.99,23.07,loamy,2.62,6.16,1.37,-5.49,0.964,0.063,0.227,Low
28.689343,77.247449,159.66,192.24,4.5,loamy,91.53,5.06,3.59,-21.15,0.834,0.32,0.46,Medium
28.497563,77.374882,237.16,266.07,20.45,sandy,64.35,6.82,3.96,-15.78,0.696,0.883,0.556,Medium
28.647115,77.377784,117.05,363.84,9.96,loamy,3.83,6.73,0.84,-2.51,0.176,0.746,0.352,Medium
28.407329,77.091278,157.08,230.34,11.82,sandy,82.65,6.11,0.93,-18.83,0.952,0.684,0.525,Medium
28.638697,77.394768,249.09,111.1,28.22,loamy,90.15,5.73,0.52,-14.88,0.261,0.684,0.75,High
28.374641,77.380749,216.73,466.08,5.34,clay,38.91,9.69,0.86,-1.35,0.222,0.695,0.515,Medium
28.543175,77.343219,30.67,430.23,28.19,sandy,71.06,3.69,0.13,-8.85,0.519,0.956,0.411,Medium
28.523474,77.007816,96.13,243.88,20.4,clay,22.42,1.94,3.14,-22.0,0.675,0.512,0.329,Low
28.670527,77.056598,144.37,242.12,1.41,loamy,70.47,5.82,1.35,-24.06,0.839,0.21,0.378,Medium
28.430098,77.226838,98.03,163.88,3.22,clay,36.61,8.86,4.09,-13.1,0.846,0.525,0.366,Medium
28.4705,77.42578,13.74,479.9,7.97,clay,69.71,6.43,0.55,-1.24,0.792,0.035,0.255,Low
28.482653,77.307859,284.39,61.01,17.75,loamy,6.01,7.33,0.66,-13.05,0.272,0.13,0.425,Medium
28.510713,77.428227,104.49,81.39,4.11,sandy,80.91,8.09,2.14,-23.54,0.324,0.773,0.489,Medium
28.616918,77.22489,132.66,149.33,5.03,loamy,33.79,3.37,3.7,-8.27,0.541,0.34,0.363,Medium
28.685814,77.398301,95.2,356.34,18.41,sandy,12.89,9.58,4.55,-0.81,0.812,0.428,0.203,Low
28.35445,77.425507,264.75,21.44,24.05,sandy,22.96,6.47,1.16,-1.04,0.131,0.877,0.611,Medium
28.63083,77.399656,260.55,34.62,0.17,sandy,3.38,2.04,3.17,-11.11,0.182,0.1,0.408,Medium
28.640449,77.262396,114.92,293.22,29.85,loamy,49.96,8.5,4.95,-19.45,0.449,0.637,0.301,Low
28.679783,77.321573,44.91,3.18,10.99,loamy,73.87,1.68,1.84,-19.77,0.959,0.526,0.425,Medium
28.36915,77.271682,244.91,368.52,5.71,sandy,20.02,1.43,4.21,-24.82,0.305,0.093,0.317,Low
28.303246,77.044925,73.42,131.2,4.8,clay,46.32,0.24,0.83,-13.21,0.519,0.087,0.362,Medium
28.614769,77.449926,144.02,160.42,22.4,sandy,62.77,4.84,1.89,-3.43,0.942,0.325,0.42,Medium
28.504371,77.387759,200.94,226.79,26.99,loamy,72.96,3.92,2.75,-20.46,0.44,0.121,0.491,Medium
28.325329,77.343741,59.5,393.61,21.85,clay,65.54,9.67,4.78,-1.85,0.326,0.173,0.263,Low
28.52675,77.307405,222.3,440.78,28.66,clay,79.94,6.57,2.93,-8.99,0.236,0.551,0.616,Medium
28.366626,77.32666,210.74,122.26,17.33,clay,20.32,5.56,1.54,-14.55,0.489,0.645,0.514,Medium
28.653003,77.109433,242.47,144.92,28.26,loamy,26.1,2.54,4.05,-5.63,0.611,0.725,0.486,Medium
28.478731,77.412435,258.18,219.4,5.6,sandy,6.99,0.55,1.23,-2.47,0.469,0.527,0.504,Medium
28.345005,77.245164,268.61,163.44,17.39,loamy,91.5,2.43,0.75,-4.69,0.753,0.099,0.692,High
28.458853,77.395293,258.89,273.99,5.2,clay,26.53,5.54,3.03,-1.51,0.885,0.519,0.542,Medium
28.527569,77.174656,63.18,369.99,21.15,sandy,51.43,1.85,3.19,-15.14,0.061,0.838,0.363,Medium
28.699018,77.384284,60.6,139.07,9.06,clay,64.54,8.15,4.28,-10.65,0.109,0.066,0.319,Low
28.365202,77.105026,218.39,449.27,26.03,sandy,14.92,5.77,3.9,-6.76,0.587,0.348,0.284,Low
28.421116,77.238984,196.13,367.46,5.79,loamy,19.63,0.05,2.08,-13.25,0.21,0.593,0.407,Medium
28.686966,77.072592,14.52,75.47,4.55,sandy,11.81,6.87,3.5,-13.49,0.467,0.66,0.233,Low
28.542335,77.373011,26.77,56.35,12.08,sandy,18.07,1.21,3.61,-13.84,0.723,0.662,0.311,Low
28.603981,77.466201,59.39,311.49,21.89,sandy,57.19,4.31,1.69,-11.6,0.66,0.455,0.319,Low
28.624504,77.388324,31.09,382.18,8.46,sandy,28.45,7.9,3.42,-9.37,0.141,0.337,0.153,Low
28.565969,77.490992,45.04,143.36,3.86,clay,59.14,7.01,1.83,-0.81,0.722,0.84,0.474,Medium
28.596845,77.327578,241.61,107.31,20.01,loamy,12.82,6.95,2.48,-24.57,0.097,0.969,0.482,Medium
28.410185,77.211931,107.7,163.32,11.0,sandy,92.4,2.12,0.14,-1.46,0.888,0.779,0.563,Medium
28.69604,77.465093,126.74,180.91,4.86,sandy,49.49,0.6,3.0,-23.46,0.719,0.964,0.492,Medium
28.644786,77.01119,68.46,63.24,8.44,loamy,90.11,3.42,1.31,-3.4,0.828,0.684,0.527,Medium
28.388735,77.355166,85.64,124.85,3.74,loamy,90.8,4.06,2.48,-2.14,0.64,0.369,0.476,Medium
28.423304,77.032441,132.84,338.53,29.94,sandy,42.52,1.72,1.23,-13.01,0.106,0.837,0.411,Medium
28.473674,77.05528,166.48,384.58,23.92,loamy,3.87,0.27,4.56,-5.19,0.554,0.1,0.216,Low
28.605378,77.04499,48.56,258.14,16.33,loamy,81.23,6.7,2.24,-21.3,0.03,0.72,0.397,Medium
28.581722,77.231728,58.65,21.23,13.59,sandy,46.19,2.29,0.4,-23.81,0.87,0.361,0.334,Medium
28.410219,77.150118,240.31,87.49,21.12,sandy,56.51,1.82,2.66,-11.8,0.355,0.426,0.524,Medium
28.401504,77.014842,36.15,2.73,5.97,loamy,87.22,2.0,2.01,-4.44,0.919,0.439,0.439,Medium
28.47499,77.196812,246.96,39.47,17.55,loamy,83.07,6.99,2.38,-24.2,0.98,0.403,0.646,Medium
28.424241,77.165166,176.79,377.55,23.85,sandy,58.85,6.67,0.62,-18.69,0.02,0.655,0.437,Medium
28.517551,77.470738,20.38,357.45,22.72,clay,63.11,2.7,0.02,-18.77,0.997,0.066,0.261,Low
28.316919,77.305279,150.55,403.92,8.93,clay,82.17,9.29,1.98,-9.85,0.99,0.639,0.517,Medium
28.379466,77.295159,205.55,406.83,11.47,loamy,29.26,4.11,1.91,-22.51,0.216,0.287,0.318,Low
28.491957,77.133087,69.99,87.1,9.67,sandy,73.7,9.67,3.35,-10.12,0.583,0.912,0.484,Medium
28.478427,77.00733,213.45,455.54,4.95,loamy,98.8,6.6,0.13,-13.32,0.516,0.82,0.716,High
28.368611,77.044511,16.48,79.18,19.96,sandy,80.32,6.28,0.48,-1.73,0.937,0.944,0.489,Medium
28.394084,77.342173,225.28,285.78,17.86,clay,78.0,4.49,0.73,-22.2,0.976,0.963,0.772,High
28.515001,77.31298,289.37,463.9,15.25,clay,85.14,9.71,4.64,-2.65,0.304,0.138,0.629,Medium
28.480517,77.440089,106.82,256.57,27.81,loamy,44.04,5.07,2.19,-24.71,0.173,0.812,0.353,Medium
28.318729,77.237154,141.98,46.85,25.28,clay,38.02,0.85,2.98,-22.71,0.648,0.084,0.34,Medium
